zone,city_name,cldCvr,dewPt,feelsLike,heatIndex,mslPres,precip,precipProb,radSolar,relHum,sfcPres,snowfall,snowfallProb,spcHum,temp,timestamp,timestampInit,wetBulb,windChill,windDir,windDir100m,windDir80m,windSpd,windSpd100m,windSpd80m,fetched_at
Toronto,Toronto_downtown,100.0,14.35,18.05,18.05,1018.44,0.0,0.0,0.0,79.02,1005.68,0,0,10.22,18.05,2025-08-20T23:00:00-04:00,2025-08-20T06:00:00Z,15.78,18.05,38.38,44.65,44.29,15.16,26.97,26.13,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.04,17.71,17.71,1018.28,0.0,0.0,0.0,79.08,1005.5,0,0,10.01,17.71,2025-08-21T00:00:00-04:00,2025-08-20T06:00:00Z,15.47,17.71,41.95,46.22,45.87,15.11,26.7,25.99,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,88.35,13.74,17.3,17.3,1018.11,0.0,0.0,0.07,79.61,1005.32,0,0,9.82,17.3,2025-08-21T01:00:00-04:00,2025-08-20T06:00:00Z,15.15,17.3,43.02,47.39,46.87,14.55,25.6,24.95,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,56.57,13.47,16.77,16.77,1017.67,0.0,0.0,0.0,80.91,1004.89,0,0,9.65,16.77,2025-08-21T02:00:00-04:00,2025-08-20T06:00:00Z,14.78,16.77,42.63,48.57,48.05,14.16,25.33,24.55,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,35.57,13.33,16.39,16.39,1017.63,0.0,0.0,0.0,82.11,1004.85,0,0,9.55,16.39,2025-08-21T03:00:00-04:00,2025-08-20T06:00:00Z,14.55,16.39,44.78,50.22,49.35,13.11,23.68,23.05,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,35.48,13.21,16.09,16.09,1017.61,0.0,0.0,0.0,83.01,1004.86,0,0,9.47,16.09,2025-08-21T04:00:00-04:00,2025-08-20T06:00:00Z,14.36,16.09,41.67,48.46,47.79,12.82,23.49,22.78,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,57.33,13.08,15.95,15.95,1017.64,0.0,0.0,0.0,83.05,1004.88,0,0,9.39,15.95,2025-08-21T05:00:00-04:00,2025-08-20T06:00:00Z,14.24,15.91,38.95,47.61,46.81,13.08,23.85,23.13,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,71.07,12.92,15.86,15.86,1017.66,0.0,0.0,0.0,82.73,1004.89,0,0,9.3,15.86,2025-08-21T06:00:00-04:00,2025-08-20T06:00:00Z,14.11,15.81,40.14,48.05,47.1,12.77,23.8,23.12,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,74.04,12.93,15.83,15.83,1017.85,0.0,0.0,4.46,82.93,1005.07,0,0,9.31,15.83,2025-08-21T07:00:00-04:00,2025-08-20T06:00:00Z,14.11,15.78,42.94,51.25,50.67,13.11,24.07,23.33,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,70.04,12.96,16.45,16.45,1018.65,0.0,0.0,69.21,79.85,1005.88,0,0,9.32,16.45,2025-08-21T08:00:00-04:00,2025-08-20T06:00:00Z,14.37,16.45,34.02,43.06,42.16,15.33,26.19,25.68,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,77.82,13.02,17.5,17.5,1019.19,0.0,0.0,164.33,74.96,1006.4,0,0,9.36,17.5,2025-08-21T09:00:00-04:00,2025-08-20T06:00:00Z,14.83,17.5,41.58,43.63,43.0,16.1,27.63,27.09,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,75.18,13.52,19.06,19.06,1018.6,0.0,0.0,308.11,70.22,1005.83,0,0,9.7,19.06,2025-08-21T10:00:00-04:00,2025-08-20T06:00:00Z,15.72,19.06,65.15,61.08,60.87,16.43,27.24,26.48,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,49.44,14.18,20.57,20.57,1018.44,0.0,0.0,560.23,66.77,1005.75,0,0,10.13,20.57,2025-08-21T11:00:00-04:00,2025-08-20T06:00:00Z,16.66,20.57,72.47,68.33,68.36,16.96,26.53,26.01,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,65.0,14.54,24.48,24.48,1018.01,0.0,0.0,655.87,64.6,1005.35,0,0,10.4,21.49,2025-08-21T12:00:00-04:00,2025-08-20T06:00:00Z,17.2,21.49,81.95,76.62,77.01,17.81,25.56,25.2,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,49.42,14.54,24.66,24.66,1017.68,0.0,0.0,769.39,61.49,1005.03,0,0,10.41,22.3,2025-08-21T13:00:00-04:00,2025-08-20T06:00:00Z,17.51,22.3,87.76,77.87,78.66,17.35,23.91,23.59,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,26.82,14.63,24.8,24.8,1017.26,0.0,0.0,819.53,60.24,1004.69,0,0,10.49,22.73,2025-08-21T14:00:00-04:00,2025-08-20T06:00:00Z,17.73,22.73,100.7,90.6,91.05,17.01,21.92,21.48,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,23.65,14.84,24.87,24.87,1016.75,0.0,0.0,784.77,60.46,1004.16,0,0,10.63,22.89,2025-08-21T15:00:00-04:00,2025-08-20T06:00:00Z,17.89,22.89,107.01,101.63,101.82,14.92,19.85,19.49,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.0,24.94,24.94,1016.25,0.0,0.0,701.53,60.39,1003.6,0,0,10.75,23.07,2025-08-21T16:00:00-04:00,2025-08-20T06:00:00Z,18.04,23.07,109.23,104.22,104.92,12.86,17.08,16.93,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.19,24.83,24.83,1015.92,0.0,0.0,572.34,62.28,1003.28,0,0,10.87,22.77,2025-08-21T17:00:00-04:00,2025-08-20T06:00:00Z,18.02,22.77,114.45,110.26,110.65,11.39,15.05,14.99,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.31,24.71,24.71,1016.16,0.0,0.0,406.91,64.1,1003.53,0,0,10.95,22.43,2025-08-21T18:00:00-04:00,2025-08-20T06:00:00Z,17.96,22.43,110.41,107.22,107.12,8.53,11.46,11.34,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.47,24.5,24.5,1016.11,0.0,0.0,225.46,67.89,1003.42,0,0,11.05,21.66,2025-08-21T19:00:00-04:00,2025-08-20T06:00:00Z,17.76,21.66,113.81,111.19,111.93,6.7,9.03,9.13,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.78,20.45,20.45,1016.23,0.0,0.0,60.33,74.58,1003.53,0,0,11.25,20.45,2025-08-21T20:00:00-04:00,2025-08-20T06:00:00Z,17.49,20.45,130.58,126.81,127.51,5.64,8.23,8.25,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.84,19.79,19.79,1016.72,0.0,0.0,0.3,77.94,1003.98,0,0,11.27,19.79,2025-08-21T21:00:00-04:00,2025-08-20T06:00:00Z,17.28,19.79,127.2,110.26,111.16,3.6,4.65,4.38,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.8,19.5,19.5,1016.61,0.0,0.0,0.0,79.16,1003.96,0,0,11.24,19.5,2025-08-21T22:00:00-04:00,2025-08-20T06:00:00Z,17.16,19.5,341.68,358.34,357.78,4.29,4.36,4.11,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.63,19.2,19.2,1016.29,0.0,0.0,0.0,79.78,1003.54,0,0,11.12,19.2,2025-08-21T23:00:00-04:00,2025-08-20T06:00:00Z,16.95,19.2,304.17,333.42,333.31,2.99,6.13,6.09,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.47,19.02,19.02,1016.09,0.0,0.0,0.0,79.86,1003.34,0,0,11.01,19.02,2025-08-22T00:00:00-04:00,2025-08-20T06:00:00Z,16.78,19.02,306.36,340.12,337.55,4.57,7.32,7.1,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,15.13,18.7,18.7,1016.07,0.0,0.0,0.0,79.73,1003.31,0,0,10.76,18.7,2025-08-22T01:00:00-04:00,2025-08-20T06:00:00Z,16.46,18.7,305.42,332.63,330.27,6.37,8.13,8.12,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,14.33,18.35,18.35,1016.07,0.0,0.0,0.0,77.41,1003.3,0,0,10.23,18.35,2025-08-22T02:00:00-04:00,2025-08-20T06:00:00Z,15.88,18.35,318.78,335.69,333.99,6.13,8.93,8.98,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,13.94,18.1,18.1,1016.16,0.0,0.0,0.0,76.63,1003.39,0,0,9.97,18.1,2025-08-22T03:00:00-04:00,2025-08-20T06:00:00Z,15.57,18.1,325.23,332.27,331.09,6.16,8.44,8.61,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,13.74,17.88,17.88,1016.54,0.0,0.0,0.0,76.74,1003.75,0,0,9.84,17.88,2025-08-22T04:00:00-04:00,2025-08-20T06:00:00Z,15.37,17.88,328.01,332.27,331.61,6.47,9.48,9.6,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,5.0,13.57,17.68,17.68,1016.77,0.0,0.0,0.0,76.83,1003.99,0,0,9.73,17.68,2025-08-22T05:00:00-04:00,2025-08-20T06:00:00Z,15.2,17.68,326.78,331.29,330.98,6.01,8.65,8.83,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,5.0,13.41,17.5,17.5,1016.69,0.0,0.0,0.0,76.9,1003.91,0,0,9.62,17.5,2025-08-22T06:00:00-04:00,2025-08-20T06:00:00Z,15.04,17.5,326.02,330.3,329.79,4.97,6.16,6.38,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,5.16,13.41,17.51,17.51,1017.03,0.0,0.0,5.74,76.84,1004.25,0,0,9.62,17.51,2025-08-22T07:00:00-04:00,2025-08-20T06:00:00Z,15.04,17.51,326.8,330.11,329.92,4.78,5.68,5.93,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,5.74,13.64,18.9,18.9,1017.37,0.0,0.0,105.49,71.48,1004.59,0,0,9.78,18.9,2025-08-22T08:00:00-04:00,2025-08-20T06:00:00Z,15.72,18.9,320.53,318.95,319.67,4.16,5.65,5.67,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,6.0,13.66,20.83,20.83,1017.59,0.0,0.0,278.86,63.56,1004.82,0,0,9.82,20.83,2025-08-22T09:00:00-04:00,2025-08-20T06:00:00Z,16.49,20.83,293.21,293.81,294.0,3.97,5.12,5.1,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,6.0,13.7,24.77,24.77,1017.6,0.0,0.0,456.64,56.42,1004.83,0,0,9.87,22.81,2025-08-22T10:00:00-04:00,2025-08-20T06:00:00Z,17.29,22.81,256.16,265.27,264.65,4.39,5.49,5.42,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,13.66,25.46,25.46,1017.36,0.0,0.0,613.9,51.07,1004.6,0,0,9.88,24.42,2025-08-22T11:00:00-04:00,2025-08-20T06:00:00Z,17.91,24.42,212.81,228.9,227.13,4.7,5.04,5.03,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,0.0,13.43,26.06,26.06,1017.04,0.0,0.0,735.03,47.1,1004.27,0,0,9.76,25.53,2025-08-22T12:00:00-04:00,2025-08-20T06:00:00Z,18.24,25.53,199.53,218.89,216.8,6.61,6.33,6.33,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,5.0,13.22,26.54,26.54,1016.48,0.0,0.0,807.1,44.28,1003.75,0,0,9.65,26.34,2025-08-22T13:00:00-04:00,2025-08-20T06:00:00Z,18.47,26.34,186.24,204.76,202.17,8.15,6.97,7.01,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,4.91,13.14,26.97,26.97,1016.06,0.0,0.0,825.9,42.57,1003.38,0,0,9.62,26.92,2025-08-22T14:00:00-04:00,2025-08-20T06:00:00Z,18.68,26.92,179.58,198.15,194.9,8.8,7.38,7.45,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,8.68,13.3,27.32,27.32,1015.41,0.0,0.0,789.36,42.11,1002.79,0,0,9.73,27.28,2025-08-22T15:00:00-04:00,2025-08-20T06:00:00Z,18.88,27.28,171.02,185.89,182.99,10.17,7.98,8.16,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,12.22,13.68,27.15,27.15,1014.78,0.0,0.0,697.77,43.83,1002.27,0,0,9.97,27.04,2025-08-22T16:00:00-04:00,2025-08-20T06:00:00Z,18.95,27.04,163.58,175.78,173.28,12.21,10.46,10.65,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,7.08,13.88,26.89,26.89,1014.29,0.0,0.0,564.32,45.41,1001.79,0,0,10.1,26.65,2025-08-22T17:00:00-04:00,2025-08-20T06:00:00Z,18.87,26.65,159.63,169.72,167.79,12.24,13.41,13.51,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,57.49,14.02,26.7,26.7,1014.18,0.0,0.0,391.56,46.61,1001.62,0,0,10.18,26.36,2025-08-22T18:00:00-04:00,2025-08-20T06:00:00Z,18.82,26.36,163.26,169.96,168.43,9.91,13.86,13.89,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.84,25.99,25.99,1013.92,0.0,0.0,162.71,52.96,1001.25,0,0,10.7,25.09,2025-08-22T19:00:00-04:00,2025-08-20T06:00:00Z,18.71,25.09,163.8,163.83,162.61,8.37,15.19,14.93,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,87.99,14.99,25.33,25.33,1014.01,0.0,0.0,51.57,57.41,1001.34,0,0,10.78,23.9,2025-08-22T20:00:00-04:00,2025-08-20T06:00:00Z,18.34,23.9,177.17,175.5,173.33,7.06,14.44,13.61,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.88,25.11,25.11,1014.44,0.0,0.0,0.17,58.45,1001.76,0,0,10.69,23.49,2025-08-22T21:00:00-04:00,2025-08-20T06:00:00Z,18.13,23.49,191.04,191.39,190.55,8.02,17.51,16.14,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.89,24.93,24.93,1014.55,0.0,0.0,0.0,60.06,1001.83,0,0,10.7,23.06,2025-08-22T22:00:00-04:00,2025-08-20T06:00:00Z,17.98,23.06,224.09,223.26,223.67,8.16,19.19,17.53,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,15.85,13.94,24.69,24.69,1014.31,0.0,0.0,0.0,58.49,1001.61,0,0,10.05,22.48,2025-08-22T23:00:00-04:00,2025-08-20T06:00:00Z,17.27,22.48,252.41,242.61,243.3,6.84,17.08,15.11,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,57.25,13.54,24.52,24.52,1014.09,0.0,0.0,0.07,59.37,1001.41,0,0,9.79,21.81,2025-08-23T00:00:00-04:00,2025-08-20T06:00:00Z,16.81,21.81,248.93,239.39,239.07,6.96,16.79,14.93,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,13.48,24.47,24.47,1014.13,0.0,0.0,0.0,60.59,1001.45,0,0,9.75,21.4,2025-08-23T01:00:00-04:00,2025-08-20T06:00:00Z,16.62,21.4,252.96,244.92,245.17,6.21,15.9,14.14,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,98.61,13.62,24.14,24.14,1013.69,0.0,0.0,0.0,62.07,1001.0,0,0,9.83,21.16,2025-08-23T02:00:00-04:00,2025-08-20T06:00:00Z,16.59,21.16,212.23,229.3,227.41,4.73,11.64,10.27,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,95.39,13.96,20.78,20.78,1013.69,0.0,0.0,0.0,64.96,1000.98,0,0,10.05,20.78,2025-08-23T03:00:00-04:00,2025-08-20T06:00:00Z,16.62,20.78,228.17,236.18,235.3,6.91,14.47,13.44,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,13.91,20.71,20.71,1013.53,0.0,0.0,0.0,65.07,1000.88,0,0,10.02,20.71,2025-08-23T04:00:00-04:00,2025-08-20T06:00:00Z,16.56,20.71,251.96,250.0,249.26,5.75,13.48,12.42,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,13.48,20.72,20.72,1013.0,0.0,0.0,0.0,63.19,1000.3,0,0,9.74,20.72,2025-08-23T05:00:00-04:00,2025-08-20T06:00:00Z,16.35,20.72,223.78,225.89,225.37,5.67,12.12,11.45,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,13.42,20.4,20.4,1012.89,0.0,5.0,0.0,64.24,1000.21,0,0,9.71,20.4,2025-08-23T06:00:00-04:00,2025-08-20T06:00:00Z,16.2,20.4,235.54,228.37,228.66,7.05,15.77,14.91,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,13.5,20.38,20.38,1013.17,0.0,5.0,4.65,64.63,1000.47,0,0,9.75,20.38,2025-08-23T07:00:00-04:00,2025-08-20T06:00:00Z,16.23,20.38,230.21,228.17,227.79,6.88,16.61,15.15,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,13.79,24.15,24.15,1013.32,0.0,5.0,85.34,62.66,1000.64,0,0,9.94,21.19,2025-08-23T08:00:00-04:00,2025-08-20T06:00:00Z,16.69,21.19,229.26,230.38,229.54,7.64,15.98,14.58,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,86.71,13.32,24.74,24.74,1013.29,0.0,0.0,262.2,55.16,1000.6,0,0,9.68,22.78,2025-08-23T09:00:00-04:00,2025-08-20T06:00:00Z,17.09,22.78,232.87,232.72,232.59,9.16,15.51,15.19,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,99.93,12.64,25.22,25.22,1013.26,0.0,0.0,402.84,48.51,1000.6,0,0,9.29,24.17,2025-08-23T10:00:00-04:00,2025-08-20T06:00:00Z,17.35,24.17,225.56,231.65,231.39,9.54,15.55,15.17,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,97.98,12.27,25.97,25.97,1012.78,0.0,0.0,584.91,43.24,1000.18,0,0,9.1,25.69,2025-08-23T11:00:00-04:00,2025-08-20T06:00:00Z,17.81,25.69,216.74,228.41,227.75,10.63,16.02,15.45,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,13.59,13.03,27.29,27.29,1012.11,0.0,5.0,733.98,41.4,999.52,0,0,9.6,27.28,2025-08-23T12:00:00-04:00,2025-08-20T06:00:00Z,18.76,27.28,212.45,227.54,226.54,11.19,17.27,16.25,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.35,28.29,28.29,1011.48,0.0,5.0,693.25,42.58,998.89,0,0,10.47,28.26,2025-08-23T13:00:00-04:00,2025-08-20T06:00:00Z,19.69,28.26,212.78,229.25,228.39,10.78,16.96,15.99,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.6,29.01,29.01,1010.72,0.0,5.0,697.35,41.53,998.11,0,0,10.67,28.97,2025-08-23T14:00:00-04:00,2025-08-20T06:00:00Z,20.07,28.97,181.15,204.0,202.18,11.76,15.0,14.23,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,16.02,28.45,28.45,1010.09,0.0,5.0,567.73,48.23,997.77,0,0,11.65,27.98,2025-08-23T15:00:00-04:00,2025-08-20T06:00:00Z,20.35,27.98,151.7,183.79,182.23,14.99,22.72,21.78,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,17.03,28.97,28.97,1009.4,0.0,5.0,387.55,50.7,996.83,0,0,12.44,28.21,2025-08-23T16:00:00-04:00,2025-08-20T06:00:00Z,20.93,28.21,165.81,189.82,188.36,14.93,27.02,26.01,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,15.85,28.93,28.93,1008.82,0.0,5.0,431.02,46.11,996.31,0,0,11.56,28.57,2025-08-23T17:00:00-04:00,2025-08-20T06:00:00Z,20.48,28.57,193.02,200.29,199.68,22.49,32.24,31.1,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.81,27.71,27.71,1008.11,0.0,30.0,257.73,45.97,995.58,0,0,10.81,27.47,2025-08-23T18:00:00-04:00,2025-08-20T06:00:00Z,19.59,27.47,199.54,203.73,203.07,17.59,32.58,31.17,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.45,27.37,27.37,1007.75,0.0,30.0,141.5,45.78,995.2,0,0,10.55,27.13,2025-08-23T19:00:00-04:00,2025-08-20T06:00:00Z,19.3,27.13,206.34,210.75,210.08,18.77,35.61,33.97,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,14.68,26.99,26.99,1008.12,0.0,30.0,22.55,48.0,995.57,0,0,10.69,26.57,2025-08-23T20:00:00-04:00,2025-08-20T06:00:00Z,19.18,26.57,238.86,239.86,239.38,17.25,34.04,32.35,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,16.62,25.56,25.56,1008.72,0.03,46.49,0.06,63.13,996.16,0,0,12.02,24.06,2025-08-23T21:00:00-04:00,2025-08-20T06:00:00Z,19.25,24.06,269.08,264.96,264.3,12.7,27.21,25.53,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,17.67,24.8,24.8,1009.1,0.0,46.49,0.0,73.7,996.52,0,0,12.8,22.6,2025-08-23T22:00:00-04:00,2025-08-20T06:00:00Z,19.35,22.6,279.22,282.17,281.69,13.92,27.3,26.1,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,16.77,24.64,24.64,1008.89,0.0,46.49,0.0,71.28,996.22,0,0,12.1,22.21,2025-08-23T23:00:00-04:00,2025-08-20T06:00:00Z,18.69,22.21,282.77,285.03,285.45,7.53,14.7,14.02,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,15.44,24.57,24.57,1009.12,0.0,20.0,0.0,66.54,996.46,0,0,11.12,21.95,2025-08-24T00:00:00-04:00,2025-08-20T06:00:00Z,17.84,21.95,260.98,263.31,262.73,1.87,5.11,4.81,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,15.28,24.47,24.47,1009.37,0.0,20.0,0.0,67.67,996.73,0,0,11.0,21.51,2025-08-24T01:00:00-04:00,2025-08-20T06:00:00Z,17.59,21.51,212.58,214.43,213.49,5.48,10.95,10.55,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,15.9,20.49,20.49,1008.52,0.0,20.0,0.0,74.97,995.87,0,0,11.42,20.49,2025-08-24T02:00:00-04:00,2025-08-20T06:00:00Z,17.57,20.49,224.39,229.3,228.68,9.66,19.27,18.6,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,16.63,19.72,19.72,1007.74,0.05,25.0,0.0,82.39,994.87,0,0,11.96,19.72,2025-08-24T03:00:00-04:00,2025-08-20T06:00:00Z,17.72,19.72,186.72,216.63,215.23,3.73,10.5,9.85,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,16.76,19.67,19.67,1007.39,0.0,25.0,0.0,83.32,994.74,0,0,12.06,19.67,2025-08-24T04:00:00-04:00,2025-08-20T06:00:00Z,17.79,19.67,200.78,201.38,200.5,8.13,16.2,15.41,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,16.69,19.76,19.76,1007.55,0.0,25.0,0.0,82.49,994.88,0,0,12.01,19.76,2025-08-24T05:00:00-04:00,2025-08-20T06:00:00Z,17.77,19.76,208.39,212.92,212.39,12.45,23.14,22.13,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,17.0,19.33,19.33,1007.35,0.0,20.0,0.0,86.41,994.69,0,0,12.24,19.33,2025-08-24T06:00:00-04:00,2025-08-20T06:00:00Z,17.81,19.33,232.76,227.64,227.46,11.68,23.04,22.05,2025-08-20 16:59:44.131959
Toronto,Toronto_downtown,100.0,17.17,18.43,18.43,1007.61,0.03,20.0,4.39,92.38,994.98,0,0,12.35,18.43,2025-08-24T07:00:00-04:00,2025-08-20T06:00:00Z,17.61,18.43,240.56,238.21,238.05,11.28,22.12,21.12,2025-08-20 16:59:44.131959
